;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98235;Migrants have been moving in large numbers through our African colonies on their way to the newly incorporated town of 'Johannesburg', on the edge of the Witwatersrand mountains, where a major gold rush is taking place. The massive influx of foreign residents to the area is causing trouble along our borders and friction between our governments.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME98236;Kimberley Goldrush;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98236;Gold has been discovered in the Kimberley province, leading to claims from both the Transvaal and Oranje governments that the region rightfully belongs to them. Mediation by the colonial government has led to Kimberley being awarded to the griquas-- who have subsequently consented to annexation by $COUNTRY$. This has led to considerable bad blood between the Boer and $COUNTRY_ADJ$ governments.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98240;The South African Union ;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98240;The time has come to consider joining the South African union. ;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME98241;Appeal From $FROMCOUNTRY$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98241;We have been approached by $FROMCOUNTRY_ADJ$ diplomats desperate for help in their war. Though they are loathe to do so, they are asking for $COUNTRY_ADJ$ protection. If we provide it, it does mean we establish an excellent claim over their territory.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME98245;Annexation of the Transvaal;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98245;Our colonial governor in South Africa declared an annexation of the Transvaal via special warrant several years ago, one that the Boers have stubbornly resisted. Both Transvaal and the Oranje Free State have considerable resources which would be of value to $COUNTRY$, and we must consider the idea that keeping them out of the hands of competitors for African dominance is just as much reason to annex them as using those resources for our ourselves. The Boer resistance has proven embarrasing. If we do not answer this with force, it will make the $COUNTRY_ADJ$ look weak to the world.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME98246;The Anglo-Boer War;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98246;The $FROMCOUNTRY_ADJ$ have gone to war with the Transvaal, and many Boers are fearful that $COUNTRY$ will surely be next. They are crying out to our government to ally with the Transvaalis and stop the $FROMCOUNTRY_ADJ$ from taking away their lands and their rights.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98247;South Africa is Lost;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98247;The Boers have proven far more resilient than we ever would have thought possible, and now we face the humiliating prospect of surrendering the Cape Colony to them. It seems we have little choice, with the war going so badly and Cape Town already occupied. All we can do is decide whether we will pursue a conciliatory path with the Boers and perhaps make them future allies or aim at returning in the future and reclaiming what has been lost.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME98248;The Treaty of Vereeniging;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98248;$FROMCOUNTRY$ has sent negotiators to work out the terms of their surrender. The tone is one of reconciliation, and it is clear the $FROMCOUNTRY_ADJ$ wishes to build good relations with us after the business of this war is done.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98249;$FROMCOUNTRY$ has sent negotiators to work out the terms of their surrender. The tone of the talks has been very bitter, and it's clear the $FROMCOUNTRY_ADJ$ government will do all it can to return and trouble us again in the future.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98250;Border Dispute with the Zulu;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98250;The Zulus have slaughtered a $COUNTRY_ADJ$ regiment that entered their territory without our authority. While we had not been seeking a war with the Zulus, now our hand is forced. We must either back down and apologize, or see this through to the bitter end.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME98255;Conflict with the Xhosa;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98255;Once again, conflict with the native Xhosa has flared into violence in our Cape Colony. A band of Xhosa warriors spilled across the border, stealing cattle and burning down a host of British farmsteads. Colonial citizens are demanding that the governor take action.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME98256;The Final Straw;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98256;We have received reports from the Cape Colony that there has been yet another outbreak of violence between the Xhosa natives and the colonials. This time it is evidently caused by natives returning from the diamond mines, attempting to take back control of their lands without any consideration for due process. Many within the Cape Colony believe it is time that the military moved in and took over their lands completely.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98260;Walvis Bay;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98260;Other European nations are eyeing the region of Namaqualand, directly to the north of our holdings in the Cape Colony. To forestall their ambitions, it has been recommended that we establish an enclave at Walvis Bay and incorporate it into our southern colony.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME98261;The Northern Cape Colony;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98261;Many British settlers are pushing north of the Cape Colony into areas only tenuously claimed by our government. We should consider increasing our presence in the region and establishing greater colonial government, before another country comes and claims it instead.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98300;War-Time Election;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98300;As the $COUNTRY_ADJ$ election begins, the people are all too keenly aware that the nation exists in a state of war. Debates in $CAPITAL$ rage over the state of the war, though the overwhelming feeling is that now more than ever citizens should be supporting the $COUNTRY_ADJ$ government. Still, there are some who believe that now is the perfect time for change.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME98301;Violent Elections;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98301;As the $COUNTRY_ADJ$ election begins, there is a general sense that things are not going to proceed smoothly. A sense of change is in the air, and while not everyone wants that change it seems there are many who have leapt upon the election as a chance to make it happen. A recent riot in $CAPITAL$ was only barely kept under control, and debates elsewhere in $COUNTRY$ are threatening to erupt into further violence as neither side is willing to budge.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME98302;Anger Against the Government;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98302;$COUNTRY$ has its share of problems-- and as the current election gets underway, there is a sense among many that the current government is to blame. Justified or not, that anger has instilled a sense that a regime change may be in the offing. Those who previously had never considered voting for any other party than the one in power are now considering doing just that.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME98303;Contentious Election;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98303;As the $COUNTRY_ADJ$ election gets underway, it becomes clear it will be a contentious one. The issues are clear and the battle lines between parties drawn, and there are those who believe that while violence may not be the result the toppling of the current $COUNTRY_ADJ$ regime could be.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME98304;Government Supporters Rally;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98304;With the $COUNTRY_ADJ$ election underway, supporters of the current regime have rallied in $CAPITAL$. They claim that stability is required to deal with the problems facing $COUNTRY$, and are actively trying to shout down opposition. Whether this will mean a victory in the current election is unknown.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME98305;Orderly Election;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98305;The $COUNTRY_ADJ$ election is underway, and so far has proceeded smoothly. Debates are being carried out in the usual manner, and there are no reports of violence in $CAPITAL$ or elsewhere. Supporters of the ruling regime have turned out in force, as have the hopefuls seeking to defeat the current government.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME98310;Conservatives Declare Victory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98310;The $COUNTRY_ADJ$ election has ended, with the leader of the conservative party declaring victory from the steps of the presidential palace in $CAPITAL$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98311;Socialists Declare Victory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98311;The $COUNTRY_ADJ$ election has ended, with the leader of the socialist party declaring victory from the steps of the presidential palace in $CAPITAL$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98312;Liberals Declare Victory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98312;The $COUNTRY_ADJ$ election has ended, with the leader of the liberal party declaring victory from the steps of the presidential palace in $CAPITAL$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98313;Communists Declare Victory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98313;The $COUNTRY_ADJ$ election has ended, with the leader of the communist party declaring victory from the steps of the presidential palace in $CAPITAL$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98314;Fascists Declare Victory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98314;The $COUNTRY_ADJ$ election has ended, with the leader of the fascist party declaring victory from the steps of the presidential palace in $CAPITAL$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98315;Reactionaries Declare Victory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98315;The $COUNTRY_ADJ$ election has ended, with the leader of the reactionary party declaring victory from the steps of the presidential palace in $CAPITAL$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98316;Anarcho-Liberals Declare Victory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98316;The $COUNTRY_ADJ$ election has ended, with the leader of the anarcho-liberal party declaring victory from the steps of the presidential palace in $CAPITAL$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME98317;Social Liberals Declare Victory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC98317;The $COUNTRY_ADJ$ election has ended, with the leader of the social liberal party declaring victory from the steps of the presidential palace in $CAPITAL$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME1316081;The Kowloon Incident;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1316081;A drunken riot by a large group of British sailors ashore at Kowloon has resulted in the death of a local man. By rights, the sailors should be tried and executed by the Qing magistrate. The British, however, have demanded extraterritoriality-- meaning their citizens would be tried by British judges. This will inevitably lead to their release and the anger of our citizens, but demanding these mens' executions could lead to war.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME1316082;The Unequal Treaty;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1316082;The war with $FROMCOUNTRY$ is not going well. These damnable foreigners are in our lands and blockading our ports, and to the embarassment of our government there seems to be little we can do to stop them. $FROMCOUNTRY_ADJ$ diplomats have approached us to negotiate a 'fair' settlement. While we could drag the war on and see if the $FROMCOUNTRY_ADJ$ have the wherewithal to finish their assault, it might be in our best interest to give them a concession port and reparations. Indeed, this might even help us in some ways, though the loss to our prestige would be considerable.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME1316083;$FROMCOUNTRY$ Agrees;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1316083;The $FROMCOUNTRY_ADJ$ rulership has signed our peace treaty, granting us a concession port on their coast as well as reparations. This has improved relations between our countries tremendously, and should go a long way to ensuring $COUNTRY_ADJ$ influence in China remains strong.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME1316084;$FROMCOUNTRY$ has Refused!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC1316084;The $FROMCOUNTRY_ADJ$ have refused to submit. The war must go on.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME131709;The Kowloon Incident;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC131709;An incident that began with drunken sailors murdering a Chinese man has escalated into a larger crisis with the Qing government. We have insisted that these sailors be tried by a British judge-- the barbaric Chinese judicial system would result in these men getting anything but a fair trial. The chinese have demanded the men be turned over, and what's more that they be given the right to punish British citizens as needed. The confrontation has resulted in larger trade sanctions being applied against British merchants, and threats of worse. Our prestige as an Empire to be reckoned with is being threatened.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME131710;The Unequal Treaty;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC131710;In a display of diplomatic force, $FROMCOUNTRY_ADJ$ diplomats have forced $COUNTRY$ to sign a treaty with them, forcing numerous trade as well as territory concessions.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME131711;The Simla Convention;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC131711;British diplomats have approached the Tibet government, hoping to broker a peaceful arrangement between Tibet and China now that Tibet is independent. No doubt they intend to gain influence and territory in our nation, as well as an ally against Chinese aggression,, but the prospect of war should the negotiations fail seems likely.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
