;;;;;;;;;;;;;x,,,,,,,,
EVTDESC1010015_NEWS_LONG;随着该地区的饥荒达到了灾难性的程度，爱尔兰的波灵戈瑞村的紧张局势开始激化。一个自称“爱尔兰青年”的团体揭竿而起反对爱尔兰当局，他们布置街垒，在僵持中与警察对峙好几个小时，直到最后警察增援赶到，反抗者落荒而逃。随着当局对反抗者领袖搜捕的继续，很多人可能已经逃亡法国或美国。英国政府声称，这次叛乱是“对法律和秩序的无耻践踏”。;;;;;;;;;;;;x,,,,,,
EVTDESC1010015_NEWS_MEDIUM;在爱尔兰的波灵戈瑞村，紧张局势开始激化，一个名为“爱尔兰青年”的团体揭竿而起反对爱尔兰当局，他们布置街垒，在僵持中与警察对峙好几个小时，直到最后警察增援赶到，反抗者落荒而逃。;;;;;;;;;;;;x,,,,,,,
EVTDESC1010015_NEWS_SHORT;在爱尔兰，一个名为“爱尔兰青年”的团体揭竿而起反对爱尔兰当局，他们在僵持中与警察对峙好几个小时，直到最后警察增援赶到，反抗者落荒而逃。;;;;;;;;;;;;x,,,,,,
EVTDESC1010020_NEWS_LONG;爱尔兰的民意已经改变。很多移居美国的爱尔兰民族主义者建立了一个名为芬尼兄弟会的军事组织，该组织致力解放英国统治下的爱尔兰……现在，他们在爱尔兰组织了一个名为爱尔兰共和国兄弟会的兄妹组织。现在，他们已经开始兴风作浪，似乎可以肯定的是，在某种区域自治被确立之前，他们不会收手。;;;;;;;;;;;;x,,,,,
EVTDESC1010020_NEWS_MEDIUM;很多移居美国的爱尔兰民族主义者建立了一个名为芬尼兄弟会的军事组织，该组织致力解放英国统治下的爱尔兰……现在，他们在爱尔兰组织了一个名为爱尔兰共和国兄弟会的兄妹组织。;;;;;;;;;;;;x,,,,,,
EVTDESC1010020_NEWS_SHORT;移居美国的爱尔兰民族主义者建立了激进的芬尼兄弟会。现在，他们在爱尔兰建立了一个兄妹组织：爱尔兰共和国兄弟会。;;;;;;;;;;;;x,,,,,,,,
EVTDESC1010024_NEWS_MEDIUM;在爱尔兰上次选举中，新芬运动赢得了多数席位。新芬党议员们聚集在都柏林，宣布由他们组成爱尔兰议会，并要求立刻承认爱尔兰独立。考虑到新芬党广得人心，拒绝这一要求无疑将导致战争。;;;;;;;;;;;;x,,,,,,
EVTDESC1010024_NEWS_SHORT;在爱尔兰上次选举中，新芬运动赢得了多数席位。新芬党议员们聚集在都柏林，宣布由他们组成爱尔兰议会，并要求立刻承认爱尔兰独立。;;;;;;;;;;;;x,,,,,,,,
EVTDESC1010025_NEWS_LONG;随着爱尔兰再一次回到英国控制下，为了一劳永逸地解决爱尔兰危机，真诚的谈判再次开启……现在轮到英国而不是爱尔兰提条件了。提议指出，爱尔兰依然是英国主权下的一个自治区域，任何地区如果依然承认是英国的一部分可以拒绝这一声明。其他人的建议称这一提案不可行，英国要么放弃爱尔兰并与其结盟，要么完全吞并它。;;;;;;;;;;;;x,,,,
EVTDESC1010025_NEWS_MEDIUM;随着爱尔兰再一次回到英国控制下，为了一劳永逸地解决爱尔兰危机，真诚的谈判再次开启……现在轮到英国而不是爱尔兰提条件了。;;;;;;;;;;;;x,,,,,,
EVTDESC1010025_NEWS_SHORT;随着爱尔兰再一次回到英国控制下，为了一劳永逸地解决爱尔兰危机，真诚的谈判再次开启……现在轮到英国而不是爱尔兰提条件了。;;;;;;;;;;;;x,,,,,,
EVTDESC1010032_NEWS_LONG;查尔斯·斯图尔特·巴涅尔成功地使英国国会通过了他的爱尔兰自治法案，但此法案在上院依然不为反对派接受。在某种意义上，这个人正尝试说服的是在不久之前可能完全无法接受自治法案的英国的立法者。;;;;;;;;;;;;x,,,,,,
EVTDESC1010032_NEWS_MEDIUM;查尔斯·斯图尔特·巴涅尔成功地使英国国会通过了他的爱尔兰自治法案，在某种意义上，这个人正尝试说服的是在不久之前可能完全无法接受自治法案的英国的立法者。;;;;;;;;;;;;x,,,,,,,,
EVTDESC1010032_NEWS_SHORT;查尔斯·斯图尔特·巴涅尔成功地使英国国会通过了他的爱尔兰自治法案，这个人正尝试说服的是在不久之前可能完全无法接受自治法案的英国的立法者。;;;;;;;;;;;;x,,,,,,,,
EVTNAME3000075_NEWS_TITLE;$YEAR$年世博会;;;;;;;;;;;;x,,,,,,,,
EVTDESC3000075_NEWS_LONG;在$YEAR$年$CAPITAL$世界博览会尘埃落尽后，此次盛事被看作是$COUNTRY$惊人的成就。在展的文化奇迹以和不可思议的装置吸引了全球的注意，他们不仅注意到了美丽的场馆，更注意到了$COUNTRY$在向世人展示其进步时的热情。“真的，$COUNTRY_ADJ$人民应该为他们杰出的国家看到骄傲，”在$CAPITAL$接受访问时，一位代表团成员夸口道：“真的，$COUNTRY_ADJ$人民应该为他们杰出的国家看到骄傲，从来就没有过这么多人从这么远的地方来看到这么东西！不可思议的盛会！”;;;;;;;;;;;;x,,,,,
EVTDESC3000075_NEWS_MEDIUM;在$YEAR$年$CAPITAL$世界博览会尘埃落尽后，此次盛事被看作是$COUNTRY$惊人的成就。在展的文化奇迹以和不可思议的装置吸引了全球的注意，所有人都注意到了$COUNTRY$在向世人展示其进步时的热情。;;;;;;;;;;;;x,,,,,,
EVTDESC3000075_NEWS_SHORT;在$YEAR$年$CAPITAL$世界博览会尘埃落尽后，此次盛事被看作是$COUNTRY$惊人的成就。向所有参与者祝贺！;;;;;;;;;;;;x,,,,,,,
EVTDESC3000076_NEWS_LONG;在$YEAR$年$CAPITAL$世界博览会尘埃落尽几个月后，舆论似乎认为此次会事还算差强人意，但远算不上重大成就。首席组织官兼$COUNTRY_ADJ$代表团主席评论道：“我们在第一天就出了问题，预算超支，展品未能按时出现……一件事接着一件事。有些人批评有代表团未能全部参与，有的人说会场选的太差了。我们认为把会场放在$CAPITAL$的贫民区会使该地区再现生机！并展示$CAPITAL$的精神面貌！下一次我们做的更好的。”;;;;;;;;;;;;x,,,,
EVTDESC3000076_NEWS_MEDIUM;在$YEAR$年$CAPITAL$世界博览会尘埃落尽几个月后，舆论似乎认为此次会事还算差强人意，但远算不上重大成就。首席组织官兼$COUNTRY_ADJ$代表团主席评论道：“我们在第一天就出了问题。”;;;;;;;;;;;;x,,,,,,
EVTDESC3000076_NEWS_SHORT;在$YEAR$$CAPITAL$世界博览会尘埃落尽几个月后，舆论似乎认为此次会事还算差强人意，但远算不上重大成就。;;;;;;;;;;;;x,,,,,,,
EVTDESC3000077_NEWS_LONG;在$YEAR$年$CAPITAL$世界博览会尘埃落尽几个月后，舆论似乎认为此次会事完全就是一场灾难。一位在博览会结束前两天就离开的代表团成员叹息道：“这是$COUNTRY$名誉的污点，我完全不知道他们在想什么。”据报道，巨额的预算超支导致了人员和供给不足，再加上$CAPITAL$的住处不足，完全没有在这种会事中应有的社交聚会，在文化馆的大火使得全国人民都不想再提起这件事。;;;;;;;;;;;;x,,,
EVTDESC3000077_NEWS_MEDIUM;在$YEAR$年$CAPITAL$世界博览会尘埃落尽几个月后，舆论似乎认为此次会事完全就是一场灾难。一位在博览会结束前两天就离开的代表团成员叹息道：“这是$COUNTRY$名誉的污点，我完全不知道他们在想什么。”;;;;;;;;;;;;x,,,,,,
EVTDESC3000077_NEWS_SHORT;在$YEAR$$CAPITAL$世界博览会尘埃落尽几个月后，舆论似乎认为此次会事完全就是一场灾难、是$COUNTRY_ADJ$政府的丑事。;;;;;;;;;;;;x,,,,,,,
EVTNAME11380019_NEWS_TITLE;$COUNTRY_ADJ$宪政危机;;;;;;;;;;;;x,,,,,,,,
EVTDESC11380019_NEWS_LONG;$COUNTRY$:在一场出人意料的选举胜利中，法西斯取得了政府权力。技术上说，由于他们的政党并没有被取缔，所以他们可以这样做。但也存在这样的疑虑，法西斯的最终目的是夺取全国政权，而这次选举的胜利只是一个开始。无论如何，$COUNTRY_ADJ$人民已经作出决定……君主现在必须决定是否干涉并拒绝授予法西斯主义者权力，或者承认君主没有任何权利并放弃所有对政府的控制。;;;;;;;;;;;;x,,,,
EVTDESC11380019_NEWS_MEDIUM;$COUNTRY$:在一场出人意料的选举胜利中，法西斯取得了政府权力。但也存在这样的疑虑，法西斯的最终目的是夺取全国政权，而这次选举的胜利只是一个开始,但君主有可能干涉法西斯当权。;;;;;;;;;;;;x,,,,
EVTDESC11380019_NEWS_SHORT;$COUNTRY$:在一场出人意料的选举胜利中，法西斯当权了。存在这样的疑虑，法西斯的最终目的是夺取全国政权，因此君主有可能干涉法西斯当权。;;;;;;;;;;;;x,,,,,,,
EVTDESC11380020_NEWS_LONG;$COUNTRY$:在一场出人意料的选举胜利中，共产主义者取得了政府权力。技术上说，由于他们的政党并没有被取缔，所以他们可以这样做。但也存在这样的疑虑，共产党的最终目的是夺取全国政权，而这次选举的胜利只是一个开始。无论如何，$COUNTRY_ADJ$人民已经作出决定……君主现在必须决定是否干涉并拒绝授予共产党权力，或者承认君主没有任何权利并放弃所有对政府的控制。;;;;;;;;;;;;x,,,,
EVTDESC11380020_NEWS_MEDIUM;$COUNTRY$:共产主义者通过一次出人意料的选举胜利获取了政府权力。有人担心，他们的最终目标是彻底掌控$COUNTRY$，这次选举获胜只是第一步，而且君主政权可能插手干预;;;;;;;;;;;;x,,,,
EVTDESC11380020_NEWS_SHORT;$COUNTRY$:一次出人意料的选举胜利使共产主义者获取了权力。有人担心他们的终极目标是彻底掌控$COUNTRY$，而君主政权可能插手干预;;;;;;;;;;;;x,,,,,,,
EVTDESC11380021_NEWS_LONG;$COUNTRY$:无政府主义者通过一次出人意料的选举胜利获取了政府权力。他们政党的胜利是合理合法的。然而有人担心，他们的终极目标是彻底掌控$COUNTRY$，这次选举获胜只是第一步。不管$COUNTRY_ADJ$民众的呼声如何，君主政权现在必须做出决定：要么干涉选举结果，拒绝法西斯主义者的统治要求，要么承认自己失去权力，让出所有政府的控制权;;;;;;;;;;;;x,,,,
EVTDESC11380021_NEWS_MEDIUM;$COUNTRY$:一次出人意料的选举胜利使无政府主义者获取了权力。然而有人担心，他们的终极目标是彻底掌控$COUNTRY$，这次选举获胜只是第一步，并且君主政权可能插手干预;;;;;;;;;;;;x,,,,
EVTDESC11380021_NEWS_SHORT;$COUNTRY$:一次出人意料的选举胜利使无政府主义者获取了权力。然而有人担心，他们的终极目标是彻底掌控$COUNTRY$，君主政权可能插手干预;;;;;;;;;;;;x,,,,,,,
EVTDESC11380022_NEWS_LONG;$COUNTRY$:尽管共产主义者的政党由于反对君主政权被取缔，但他们凭借一次出人意料的选举胜利获取了政府权力。这就导致了政治摊牌：共产主义者不被允许组建新政府，但即使君主政权拒绝他们，下次选举也可能会出现相同的局面，甚至更糟。据说$COUNTRY_ADJ$君主政权正在斟酌，是宣布选举结果无效，还是废除选举改革，重回专制统治;;;;;;;;;;;;x,,,,,
EVTDESC11380022_NEWS_MEDIUM;$COUNTRY$:尽管共产主义者的政党由于反对君主政权被取缔，但他们凭借一次意外的选举胜利获取了政府权力。这就导致了政治摊牌，$COUNTRY_ADJ$君主政权被迫插手干预;;;;;;;;;;;;x,,,,,,
EVTDESC11380022_NEWS_SHORT;$COUNTRY$:被取缔的共产主义政党通过一次出人意料的选举胜利获取了政府权力，被迫与$COUNTRY_ADJ$君主政权进行政治摊牌;;;;;;;;;;;;x,,,,,,,
EVTDESC11380023_NEWS_LONG;$COUNTRY$:尽管无政府主义者的政党由于反对君主政权被取缔，但他们凭借一次出人意料的选举胜利获取了政府权力。这就导致了政治摊牌：他们不被允许组建新政府，但即使君主政权拒绝他们，下次选举也可能会出现相同的局面，甚至更糟。据说$COUNTRY_ADJ$君主政权正在斟酌，是宣布选举结果无效，还是废除选举改革，重回专制统治;;;;;;;;;;;;x,,,,,
EVTDESC11380023_NEWS_MEDIUM;$COUNTRY$:尽管无政府主义者的政党由于反对君主政权被取缔，但他们凭借一次意外的选举胜利获取了政府权力。这就导致了政治摊牌，$COUNTRY_ADJ$君主政权被迫插手干预;;;;;;;;;;;;x,,,,,,
EVTDESC11380023_NEWS_SHORT;$COUNTRY$:被取缔的共产主义政党通过一次出人意料的选举胜利获取了政府权力，被迫与$COUNTRY_ADJ$君主政权进行政治摊牌;;;;;;;;;;;;x,,,,,,,
EVTDESC152009873_NEWS_LONG;$CAPITAL$内$COUNTRY_ADJ$军事力量正在朝政府官邸进发，不是去履行保卫政府的职责，而是去罢黜统治者并取而代之。他们宣称$COUNTRY$正经历“大突变”，只有军队可使之恢复秩序。目前尚不清楚他们的颠覆企图是否能实现;;;;;;;;;;;;x,,,,,,
EVTDESC152009873_NEWS_MEDIUM;$CAPITAL$内$COUNTRY_ADJ$军事力量正在朝政府官邸进发，不是去履行保卫政府的职责，而是去罢黜统治者并取而代之;;;;;;;;;;;;x,,,,,,,
EVTDESC152009873_NEWS_SHORT;$CAPITAL$内$COUNTRY_ADJ$军事力量正在朝政府官邸进发，试图罢黜统治者并取而代之;;;;;;;;;;;;x,,,,,,,,
